"","parameters.lazinessPrior","parameters.lazyPulling","parameters.gaussianNoise","predictives.confounded evidence_single_win","predictives.strong indirect evidence_single_win","predictives.weak indirect evidence_single_win","predictives.diverse evidence_single_win","predictives.confounded evidence_single_loss","predictives.strong indirect evidence_single_loss","predictives.weak indirect evidence_single_loss","predictives.diverse evidence_single_loss","predictives.confounded with partner_double_win","predictives.confounded with opponent_double_win","predictives.strong indirect evidence_double_win","predictives.weak indirect evidence_double_win","predictives.diverse evidence_double_win","predictives.round robin_double_win","predictives.confounded with partner_double_loss","predictives.confounded with opponent_double_loss","predictives.strong indirect evidence_double_loss","predictives.weak indirect evidence_double_loss","predictives.diverse evidence_double_loss","predictives.round robin_double_loss","prob"
"207",0.26,0.81,0.31,0.5892,1.0078,0.4356,1.047,-0.6388,-1.0128,-0.4116,-1.036,0.658,0.7216,1.046,0.2098,0.9152,1.1912,-0.718,-0.7288,-1.1218,-0.1878,-0.8976,-1.2338,1.51813496644528e-17
"208",0.26,0.81,0.21,0.5752,1.0506,0.447,0.9748,-0.5466,-1.0526,-0.3564,-0.9892,0.7728,0.7572,1.0958,0.1458,0.9232,1.1342,-0.7338,-0.6774,-1.079,-0.2162,-0.9362,-1.214,2.89695195797114e-18
"209",0.26,0.81,0.11,0.599,1.017,0.3098,1.062,-0.608,-1.0294,-0.403,-1.0366,0.699,0.7674,1.0982,0.1958,0.954,1.1386,-0.7074,-0.7264,-1.1268,-0.267,-0.9338,-1.2078,0.000000224311577357831
"210",0.26,0.81,0.01,0.6272,0.9972,0.4186,1.0122,-0.5592,-0.9978,-0.3716,-1.0222,0.6994,0.7228,1.0582,0.2156,0.8726,1.241,-0.653,-0.7506,-1.0892,-0.1706,-0.8328,-1.2434,0.00000804704855214066
"211",0.26,0.71,0.41,0.592,1.036,0.4164,1.0382,-0.5984,-1.0588,-0.2788,-1.0376,0.7338,0.7156,1.0598,0.203,0.9296,1.2016,-0.712,-0.784,-1.043,-0.2212,-0.9012,-1.1872,9.10600656609182e-24
"212",0.26,0.71,0.31,0.6152,0.9922,0.3754,1.0166,-0.5982,-1.0066,-0.336,-1.0448,0.7328,0.7038,1.0638,0.224,0.891,1.1884,-0.7366,-0.726,-1.0906,-0.2566,-0.8982,-1.219,1.357024335832e-16
"213",0.26,0.71,0.21,0.559,0.9812,0.355,1.0228,-0.6176,-0.9856,-0.3828,-1.0056,0.7296,0.7658,1.1212,0.229,0.9208,1.1396,-0.676,-0.74,-1.0884,-0.1722,-0.8766,-1.1712,0.0000000251772924257033
"214",0.26,0.71,0.11,0.633,0.9538,0.377,1.0036,-0.5978,-1.0078,-0.3622,-1.0114,0.7224,0.789,1.089,0.2222,0.8678,1.1758,-0.7396,-0.6936,-1.0784,-0.2046,-0.9238,-1.1634,0.00000000891215397088685
"215",0.26,0.71,0.01,0.5652,1.0572,0.3984,0.9868,-0.572,-1.0086,-0.3068,-1.0628,0.719,0.6854,1.0598,0.2022,0.9108,1.2102,-0.6968,-0.7738,-1.1114,-0.2188,-0.9592,-1.2706,0.00000000285301695944739
"216",0.26,0.61,0.41,0.7062,1.0098,0.3776,0.9962,-0.59,-1.009,-0.3264,-0.9854,0.7172,0.6986,1.0532,0.2524,0.846,1.1518,-0.6942,-0.7104,-1.0762,-0.1314,-0.9024,-1.179,7.64591856329432e-27
"217",0.26,0.61,0.31,0.5632,1.0076,0.3036,0.964,-0.583,-0.9974,-0.3188,-0.965,0.7338,0.7248,1.0138,0.253,0.9098,1.1558,-0.6944,-0.7298,-1.0928,-0.1648,-0.8762,-1.1944,2.2286606454967e-16
"218",0.26,0.61,0.21,0.5698,1.0044,0.3516,1.0314,-0.5512,-0.988,-0.3378,-1.0636,0.6726,0.7,1.0618,0.2424,0.9476,1.1664,-0.7036,-0.7764,-1.0404,-0.1778,-0.9272,-1.1662,0.000000000000158920080766988
"219",0.26,0.61,0.11,0.6614,0.9526,0.3956,0.9966,-0.5822,-0.9956,-0.3582,-1.0254,0.7456,0.792,1.0888,0.1714,0.9106,1.1946,-0.6974,-0.7234,-1.0714,-0.1892,-0.9988,-1.1652,0.00000000338088873758742
"220",0.26,0.61,0.01,0.5602,0.9454,0.29,1.0634,-0.655,-0.9884,-0.3716,-0.9748,0.7246,0.7014,1.0588,0.16,0.9142,1.156,-0.7488,-0.7564,-1.032,-0.2274,-0.8722,-1.1278,0.000000000000251266751835784
"221",0.26,0.51,0.41,0.6264,0.9478,0.3536,1.067,-0.6244,-0.984,-0.335,-0.949,0.7114,0.7792,1.014,0.2224,0.8022,1.1388,-0.7102,-0.6726,-1.0504,-0.2298,-0.8632,-1.176,4.05054177626538e-22
"222",0.26,0.51,0.31,0.629,0.9926,0.2768,1.0328,-0.5604,-0.9784,-0.2798,-0.982,0.6888,0.7006,0.9758,0.1846,0.9164,1.1294,-0.6592,-0.6822,-0.9676,-0.2534,-0.8314,-1.1376,4.2672861982968e-18
"223",0.26,0.51,0.21,0.6064,0.9764,0.3328,0.9968,-0.6384,-0.9854,-0.4148,-1.0242,0.7248,0.752,1.0798,0.198,0.8278,1.1862,-0.7432,-0.7522,-1.0294,-0.2332,-0.8584,-1.215,0.000000000540855299752675
"224",0.26,0.51,0.11,0.6242,0.98,0.308,1.023,-0.6526,-0.9852,-0.323,-1.0408,0.7192,0.7766,1.0288,0.209,0.904,1.1126,-0.7634,-0.5856,-1.0746,-0.1982,-0.9176,-1.1308,0.00000000159273793460783
"225",0.26,0.51,0.01,0.6342,1.0304,0.2998,0.9808,-0.684,-1.0014,-0.4212,-1.027,0.6852,0.737,0.994,0.244,0.958,1.1824,-0.7446,-0.8248,-1.0014,-0.1498,-0.8562,-1.2072,0.00000350885783939967
"226",0.26,0.41,0.41,0.6018,1.0062,0.2914,0.9976,-0.6628,-0.9922,-0.363,-0.967,0.7454,0.6796,1.0358,0.2004,0.8698,1.1446,-0.7302,-0.6572,-0.9726,-0.2514,-0.8734,-1.1416,6.74793417895693e-24
"227",0.26,0.41,0.31,0.562,1.0112,0.3754,1.0144,-0.6016,-1.0228,-0.335,-0.9972,0.7546,0.7336,0.9102,0.1882,0.8778,1.1408,-0.6732,-0.7512,-0.9594,-0.2266,-0.8654,-1.1376,1.16448718105405e-17
"228",0.26,0.41,0.21,0.5788,0.9902,0.3614,0.9592,-0.6252,-1.057,-0.2738,-1.039,0.7542,0.6794,0.9376,0.2386,0.8468,1.1098,-0.7058,-0.708,-0.9466,-0.2484,-0.8902,-1.1524,0.0000000000000262757671450399
"229",0.26,0.41,0.11,0.5628,0.944,0.3828,1.0706,-0.5606,-1.0422,-0.3094,-1.0034,0.7358,0.6812,1.0044,0.2026,0.8444,1.1312,-0.709,-0.7722,-1.0234,-0.1848,-0.9486,-1.1484,0.000000000467187244993679
"230",0.26,0.41,0.01,0.5714,0.9922,0.3264,0.969,-0.6174,-0.9584,-0.352,-1.033,0.7434,0.682,0.9954,0.2292,0.8614,1.2148,-0.663,-0.6708,-0.9866,-0.2082,-0.8958,-1.1558,0.00000000528797555940484
"231",0.26,0.31,0.41,0.6146,0.9726,0.3718,0.9892,-0.6428,-1.039,-0.3158,-0.9898,0.7284,0.6802,0.9152,0.27,0.869,1.1058,-0.6954,-0.7358,-0.928,-0.1722,-0.8592,-1.1716,2.31202393218332e-23
"232",0.26,0.31,0.31,0.6108,0.9502,0.3206,1.026,-0.6608,-0.9806,-0.3734,-0.9666,0.7404,0.7018,0.8792,0.2618,0.8416,1.104,-0.7038,-0.6636,-0.9122,-0.1814,-0.9326,-1.153,0.000000000000283617147049139
"233",0.26,0.31,0.21,0.6266,1.008,0.352,1.0026,-0.5904,-0.9862,-0.3222,-0.976,0.775,0.7066,0.9618,0.2038,0.8562,1.1482,-0.7226,-0.7294,-0.8814,-0.1478,-0.8532,-1.19,0.00000000000206940337182902
"234",0.26,0.31,0.11,0.6406,0.956,0.3468,0.953,-0.5798,-0.9536,-0.3012,-1.0134,0.7172,0.7764,0.9564,0.21,0.8378,1.0598,-0.716,-0.6896,-0.9462,-0.249,-0.9098,-1.1098,0.00000836037489261972
"235",0.26,0.31,0.01,0.649,0.9548,0.356,1.0266,-0.6098,-0.9632,-0.3632,-0.925,0.7694,0.6734,0.9516,0.1318,0.9286,1.1578,-0.713,-0.7632,-0.9376,-0.2156,-0.8618,-1.1774,0.00032596086741746
"236",0.26,0.21,0.41,0.6684,0.8904,0.3662,0.9984,-0.6082,-0.9906,-0.389,-0.9678,0.7846,0.6914,0.8296,0.1712,0.8382,1.1344,-0.7614,-0.7134,-0.8524,-0.1702,-0.886,-1.1006,8.27949332503887e-23
"237",0.26,0.21,0.31,0.6382,0.91,0.2904,1.0024,-0.6536,-0.9284,-0.345,-0.9808,0.7494,0.7248,0.8476,0.189,0.891,1.1124,-0.7004,-0.634,-0.8834,-0.1744,-0.8678,-1.1346,1.458176497081e-15
"238",0.26,0.21,0.21,0.6176,0.9488,0.3534,0.998,-0.6642,-0.94,-0.3346,-0.9952,0.8178,0.7058,0.8906,0.1658,0.8508,1.056,-0.7496,-0.7144,-0.8462,-0.3168,-0.84,-1.1178,0.00000000144203728045784
"239",0.26,0.21,0.11,0.6096,0.9606,0.291,0.991,-0.6622,-0.9014,-0.335,-0.9862,0.6548,0.7222,0.8772,0.2934,0.823,1.1398,-0.691,-0.673,-0.8204,-0.2196,-0.846,-1.1032,0.00000222605923161998
"240",0.26,0.21,0.01,0.6438,0.9036,0.359,1.0322,-0.6138,-0.905,-0.2706,-0.978,0.7502,0.6488,0.8716,0.1522,0.8524,1.151,-0.7194,-0.7012,-0.8456,-0.1554,-0.85,-1.1222,0.0000000000000115465305124576
"241",0.26,0.11,0.41,0.6548,0.8782,0.3442,0.8988,-0.69,-0.8628,-0.3282,-0.9336,0.6334,0.6214,0.822,0.169,0.8456,1.0542,-0.7178,-0.6638,-0.8254,-0.1816,-0.8414,-1.0318,4.58913984960512e-23
"242",0.26,0.11,0.31,0.5882,0.8706,0.4248,0.9752,-0.6044,-0.8592,-0.2798,-0.9212,0.73,0.733,0.7616,0.1428,0.821,1.0314,-0.654,-0.6604,-0.8856,-0.1458,-0.7644,-1.0434,6.6843864587724e-18
"243",0.26,0.11,0.21,0.6258,0.9312,0.3162,0.9864,-0.639,-0.9264,-0.3674,-1.0096,0.7498,0.6428,0.7452,0.1566,0.9322,1.0378,-0.7046,-0.7858,-0.786,-0.2176,-0.9162,-1.0954,0.00000000019713665239824
"244",0.26,0.11,0.11,0.5664,0.934,0.2384,0.953,-0.6476,-0.8742,-0.3494,-1.0054,0.6906,0.6386,0.796,0.171,0.8166,1.0404,-0.7056,-0.7466,-0.7684,-0.1914,-0.8714,-1.0494,0.0000000000070744678209002
"245",0.26,0.11,0.01,0.6652,0.9108,0.3484,0.9392,-0.641,-0.9038,-0.321,-0.9052,0.71,0.692,0.7066,0.23,0.8706,0.9954,-0.7044,-0.7146,-0.8232,-0.2,-0.9362,-0.9968,0.0000000418445261119365
"246",0.26,0.01,0.41,0.604,0.9366,0.3328,0.9016,-0.6172,-0.8676,-0.2792,-0.9626,0.7258,0.687,0.6658,0.1226,0.8308,1.028,-0.7136,-0.7276,-0.682,-0.189,-0.786,-0.9778,6.26624509002993e-27
"247",0.26,0.01,0.31,0.6808,0.879,0.3518,0.9308,-0.6524,-0.8636,-0.3908,-0.9114,0.6716,0.7082,0.6836,0.2798,0.7876,1.044,-0.6574,-0.6728,-0.6976,-0.2074,-0.804,-1.0252,4.03965657426882e-19
"248",0.26,0.01,0.21,0.637,0.8226,0.3488,0.9386,-0.6516,-0.8498,-0.307,-0.958,0.7028,0.6968,0.6658,0.181,0.8222,1.0874,-0.7054,-0.6684,-0.7426,-0.2174,-0.79,-1.0524,4.79471280933881e-16
"249",0.26,0.01,0.11,0.5898,0.8894,0.3004,0.9524,-0.5638,-0.842,-0.3152,-0.9734,0.6858,0.6726,0.7476,0.1612,0.8792,0.9992,-0.6346,-0.6852,-0.7026,-0.2036,-0.84,-1.046,0.00000000000116802994629737
"250",0.26,0.01,0.01,0.6756,0.8732,0.3282,0.9724,-0.619,-0.8754,-0.3554,-0.9468,0.646,0.7354,0.6734,0.2284,0.7974,1.0172,-0.7626,-0.6798,-0.7016,-0.2358,-0.8466,-0.984,0.00000000000499947056333059
"251",0.21,0.91,0.41,0.5862,1.0684,0.367,1.0048,-0.5404,-0.98,-0.3534,-1.0024,0.7128,0.6992,1.1496,0.1674,0.8792,1.2134,-0.7128,-0.6764,-1.0986,-0.1416,-0.9058,-1.1924,1.1022300196152e-23
"252",0.21,0.91,0.31,0.5352,0.9564,0.4352,1.0294,-0.603,-1.0358,-0.329,-1.0136,0.716,0.708,1.1042,0.1468,0.8612,1.1998,-0.732,-0.7262,-1.1174,-0.1622,-0.9572,-1.1842,5.81191823013079e-16
"253",0.21,0.91,0.21,0.5048,1.0774,0.3098,0.9838,-0.6002,-1.045,-0.3442,-1.0386,0.7852,0.6282,1.0574,0.2188,0.9632,1.199,-0.7298,-0.69,-1.0986,-0.1284,-0.9286,-1.2172,0.000000000000650213244109135
"254",0.21,0.91,0.11,0.4678,0.9922,0.389,0.9952,-0.588,-1.0388,-0.3956,-1.0498,0.7356,0.7596,1.1038,0.16,0.9204,1.2348,-0.6738,-0.7118,-1.1256,-0.1704,-0.8658,-1.2552,0.0000000000385296503667162
"255",0.21,0.91,0.01,0.577,1.0794,0.3766,1.0044,-0.6134,-1.0752,-0.3656,-0.9988,0.7136,0.715,1.1306,0.175,0.9082,1.1898,-0.717,-0.72,-1.1186,-0.1318,-0.8788,-1.204,0.000990344908298712
"256",0.21,0.81,0.41,0.6304,1.023,0.3114,1.059,-0.5508,-1.0664,-0.3204,-0.9966,0.7508,0.776,1.0838,0.233,0.8748,1.2354,-0.6718,-0.7864,-1.109,-0.1988,-0.973,-1.2236,5.56420612076445e-21
"257",0.21,0.81,0.31,0.5802,1.0944,0.2896,1.05,-0.5662,-1.111,-0.357,-1.0376,0.7528,0.7336,1.1112,0.1882,0.9084,1.208,-0.7968,-0.7334,-1.0864,-0.1866,-0.851,-1.2122,9.3720925142473e-15
"258",0.21,0.81,0.21,0.5206,1.0366,0.3234,1.0078,-0.5298,-1.0832,-0.373,-1.0074,0.7208,0.6816,1.1506,0.1628,0.932,1.1976,-0.7014,-0.699,-1.1092,-0.1716,-0.9088,-1.1842,9.63842702586725e-15
"259",0.21,0.81,0.11,0.5062,1.072,0.3552,1.0012,-0.5728,-1.0348,-0.3804,-1.111,0.69,0.735,1.1146,0.1958,0.9656,1.1928,-0.7326,-0.77,-1.0928,-0.1484,-0.8482,-1.1698,0.00000000162396601636446
"260",0.21,0.81,0.01,0.5752,1.009,0.3376,1.0568,-0.6254,-0.9814,-0.3178,-1.006,0.7526,0.7128,1.1648,0.1942,0.9038,1.2652,-0.7756,-0.7964,-1.0846,-0.1776,-0.8746,-1.2036,0.000000000374584104428565
"261",0.21,0.71,0.41,0.562,1.0832,0.3678,0.995,-0.5532,-1.0576,-0.3182,-1.027,0.6534,0.7134,1.0822,0.2014,0.9282,1.1652,-0.7816,-0.7154,-1.1182,-0.172,-0.9726,-1.227,2.12688114925686e-23
"262",0.21,0.71,0.31,0.6204,1.005,0.4004,1.0044,-0.6252,-1.0658,-0.359,-1.0172,0.6976,0.7618,1.1086,0.1952,0.8948,1.1782,-0.72,-0.7326,-1.0816,-0.1998,-0.8634,-1.1914,3.25079037420381e-17
"263",0.21,0.71,0.21,0.5452,0.9464,0.2958,1.0608,-0.546,-1.0698,-0.3142,-1.0016,0.7674,0.7408,1.0614,0.1754,0.881,1.2064,-0.7578,-0.7928,-1.0188,-0.208,-0.909,-1.1894,0.00000000000227072579775039
"264",0.21,0.71,0.11,0.5866,1.0066,0.3804,1.0216,-0.5702,-1.0378,-0.322,-0.933,0.6452,0.7284,1.1218,0.1962,0.941,1.1994,-0.7474,-0.7354,-1.0916,-0.2392,-0.886,-1.1536,0.00000431151548178891
"265",0.21,0.71,0.01,0.5586,0.9918,0.2504,1.007,-0.6398,-1.0354,-0.2734,-1.022,0.7102,0.7108,1.104,0.1436,0.909,1.1782,-0.7456,-0.7338,-1.0748,-0.252,-0.9486,-1.1744,0.0000619078488441419
"266",0.21,0.61,0.41,0.6356,0.9888,0.3048,0.9366,-0.5898,-0.9676,-0.3306,-1.066,0.636,0.6732,1.0772,0.1632,0.8916,1.1524,-0.659,-0.8176,-1.029,-0.185,-0.9058,-1.1688,2.61658656666779e-21
"267",0.21,0.61,0.31,0.6062,1.0034,0.286,1.021,-0.647,-0.9792,-0.3668,-1.017,0.7328,0.7246,1.1188,0.1836,0.8864,1.2226,-0.8004,-0.7316,-0.9934,-0.1518,-0.9392,-1.148,2.90986325943633e-18
"268",0.21,0.61,0.21,0.6564,1.0346,0.4056,1.0296,-0.5498,-1.0496,-0.3546,-1,0.7724,0.6868,1.0652,0.0756000000000001,0.8954,1.1674,-0.746,-0.7456,-1.0316,-0.152,-0.8922,-1.1812,0.000000000000133798605202881
"269",0.21,0.61,0.11,0.6082,1.0258,0.3568,0.9436,-0.5444,-1.0044,-0.2952,-1.01,0.6888,0.692,1.0416,0.1922,0.996,1.1802,-0.7052,-0.6526,-1.0556,-0.2082,-0.882,-1.1934,0.00000000112428396514279
"270",0.21,0.61,0.01,0.607,1,0.3438,0.9992,-0.6334,-1.0394,-0.2972,-1.1058,0.7806,0.671,1.071,0.176,0.903,1.1906,-0.7582,-0.7856,-1.057,-0.1974,-0.8658,-1.2156,0.00000695837226351697
"271",0.21,0.51,0.41,0.5778,1.0456,0.3178,1.0002,-0.6332,-1.024,-0.3788,-1.0446,0.715,0.6666,1.0222,0.2328,0.9154,1.1754,-0.6802,-0.744,-1.051,-0.1748,-0.9388,-1.1156,4.56997682937614e-20
"272",0.21,0.51,0.31,0.6024,0.9314,0.347,1.0164,-0.5792,-1.0058,-0.2898,-1.004,0.6636,0.7332,1.0658,0.207,0.887,1.1916,-0.6852,-0.7302,-1.0632,-0.1228,-0.9162,-1.1694,6.71478528735043e-18
"273",0.21,0.51,0.21,0.5828,1.0036,0.4004,1.0234,-0.5892,-1.035,-0.3654,-1.0498,0.7588,0.6354,1.0244,0.1938,0.9042,1.2048,-0.7112,-0.7054,-1.0464,-0.206,-0.9866,-1.1828,0.00000000000996878547133834
"274",0.21,0.51,0.11,0.5658,0.9258,0.35,1.0448,-0.5938,-1.0266,-0.3586,-1.0248,0.682,0.771,1.046,0.1984,0.8716,1.1106,-0.6806,-0.7028,-1.0478,-0.2486,-0.9864,-1.1832,0.00000882160059614911
"275",0.21,0.51,0.01,0.6012,0.9606,0.3764,0.9938,-0.5718,-0.9504,-0.3476,-0.9914,0.7742,0.7788,0.9876,0.2042,0.8856,1.1808,-0.7092,-0.7072,-1.0554,-0.2546,-0.8346,-1.2378,0.531116605662172
"276",0.21,0.41,0.41,0.6374,0.9602,0.3102,1.0164,-0.6208,-0.9696,-0.3384,-0.977,0.6754,0.7736,1.0726,0.2526,0.9176,1.158,-0.7444,-0.7192,-0.9464,-0.2124,-0.8522,-1.2052,2.48393626975617e-21
"277",0.21,0.41,0.31,0.5294,0.986,0.3494,0.934,-0.6082,-1.0238,-0.3416,-1.0336,0.7152,0.731,1.0024,0.2008,0.8912,1.106,-0.7772,-0.7464,-1.0292,-0.188,-0.9618,-1.2178,4.32348984885267e-17
"278",0.21,0.41,0.21,0.6,0.9744,0.3346,1.0656,-0.5886,-0.975,-0.3546,-0.9832,0.7308,0.6748,0.971,0.2206,0.8752,1.1712,-0.6886,-0.73,-1.0002,-0.1064,-0.9364,-1.1786,0.0000000000840586369194148
"279",0.21,0.41,0.11,0.5992,0.9822,0.2804,0.9608,-0.5652,-1.0142,-0.3812,-0.9818,0.756,0.697,0.9366,0.2194,0.8572,1.1594,-0.685,-0.7328,-0.9556,-0.1442,-0.9136,-1.1488,0.000000000334405737100231
"280",0.21,0.41,0.01,0.6548,0.9872,0.3862,0.9796,-0.6144,-0.9372,-0.3376,-1.0284,0.692,0.7036,1.0052,0.1924,0.9236,1.163,-0.701,-0.7344,-0.992,-0.1348,-0.8492,-1.138,0.00000000182012702351944
"281",0.21,0.31,0.41,0.6282,1.0282,0.3354,0.9938,-0.583,-0.9456,-0.3208,-0.9832,0.727,0.6596,1.0308,0.1386,0.8714,1.1646,-0.7226,-0.7412,-0.996,-0.2248,-0.9184,-1.2144,3.33490335907642e-22
"282",0.21,0.31,0.31,0.5632,0.997,0.3036,0.9988,-0.6222,-1.0088,-0.2642,-1.0392,0.6644,0.6642,0.9212,0.2408,0.8264,1.196,-0.583,-0.6872,-0.8942,-0.2394,-0.8806,-1.1734,1.30849521046606e-16
"283",0.21,0.31,0.21,0.6432,0.9464,0.3722,1.028,-0.6074,-1.0348,-0.326,-1.0438,0.7134,0.6796,0.9922,0.195,0.8714,1.137,-0.7496,-0.669,-0.9238,-0.284,-0.8454,-1.177,0.00000000773317123299127
"284",0.21,0.31,0.11,0.6558,0.9522,0.3894,0.9762,-0.6074,-0.9552,-0.3408,-1.0056,0.6746,0.7256,0.9472,0.1566,0.8768,1.1722,-0.7266,-0.7206,-0.9708,-0.2968,-0.8452,-1.1934,0.00000000000207018320013217
"285",0.21,0.31,0.01,0.6336,0.9768,0.3322,0.9756,-0.6228,-0.9586,-0.3212,-1.0088,0.7252,0.7002,0.9538,0.1712,0.8346,1.1114,-0.7674,-0.765,-1.0026,-0.23,-0.9418,-1.1162,0.0000000494137635824171
"286",0.21,0.21,0.41,0.6242,0.9612,0.3624,0.9002,-0.6338,-0.9844,-0.4068,-0.9632,0.6756,0.6508,0.9396,0.1814,0.8436,1.1034,-0.739,-0.692,-0.874,-0.157,-0.8128,-1.189,1.50058324551264e-23
"287",0.21,0.21,0.31,0.6688,1.0168,0.3318,0.932,-0.6402,-0.9944,-0.347,-0.9954,0.775,0.6806,0.9354,0.2206,0.9652,1.1444,-0.7742,-0.6536,-0.8632,-0.2524,-0.8568,-1.086,2.1606477440642e-18
"288",0.21,0.21,0.21,0.591,0.9896,0.313,0.9684,-0.6452,-0.9174,-0.3394,-0.9464,0.742,0.7518,0.9504,0.1634,0.9136,1.0788,-0.6318,-0.7342,-0.876,-0.1836,-0.8598,-1.0888,0.000000000000145524890987526
"289",0.21,0.21,0.11,0.604,0.947,0.372,0.933,-0.693,-0.9736,-0.3246,-0.9966,0.6766,0.6882,0.93,0.1348,0.8024,1.158,-0.6612,-0.6476,-0.9312,-0.142,-0.9092,-1.121,0.00000000000248592436800555
"290",0.21,0.21,0.01,0.547,0.9338,0.3112,1.0036,-0.6374,-0.931,-0.4086,-0.9708,0.711,0.678,0.9316,0.1854,0.8594,1.1312,-0.6978,-0.75,-0.854,-0.1352,-0.862,-1.1152,0.0000000898980670056534
"291",0.21,0.11,0.41,0.6092,0.929,0.376,0.9396,-0.631,-0.9178,-0.3676,-0.923,0.7668,0.6126,0.8882,0.197,0.8904,1.0764,-0.656,-0.7244,-0.796,-0.245,-0.9114,-1.079,2.88362195266425e-25
"292",0.21,0.11,0.31,0.6024,0.956,0.3282,1.0194,-0.629,-0.8852,-0.358,-0.9338,0.6672,0.7112,0.7882,0.2636,0.8658,1.03,-0.7136,-0.6716,-0.7764,-0.148,-0.8554,-1.0728,1.34081680434575e-19
"293",0.21,0.11,0.21,0.6696,0.8622,0.3738,0.9396,-0.5448,-0.9214,-0.2808,-0.9404,0.7658,0.7014,0.8104,0.1788,0.8416,1.0188,-0.687,-0.6956,-0.834,-0.2122,-0.8346,-1.114,9.06135374028518e-17
"294",0.21,0.11,0.11,0.615,0.8974,0.388,0.9566,-0.6332,-0.945,-0.3182,-1,0.666,0.6526,0.8062,0.2448,0.8336,1.0632,-0.6752,-0.6568,-0.8046,-0.214,-0.8348,-1.0656,0.000000000000272835836315138
"295",0.21,0.11,0.01,0.6336,0.8708,0.3996,0.9604,-0.578,-0.943,-0.2898,-0.9814,0.7546,0.7496,0.8086,0.2104,0.829,1.0422,-0.7134,-0.6542,-0.8154,-0.2204,-0.8458,-1.0942,0.00000000007356573132038
"296",0.21,0.01,0.41,0.6286,0.8574,0.3388,0.9568,-0.577,-0.922,-0.3096,-0.9522,0.5906,0.6902,0.7474,0.1788,0.857,1.0946,-0.6646,-0.6722,-0.7668,-0.1642,-0.8962,-1.0488,4.70707725898794e-26
"297",0.21,0.01,0.31,0.6708,0.9398,0.3866,0.8992,-0.5822,-0.8926,-0.32,-0.9788,0.6486,0.676,0.8602,0.1692,0.8298,1.0508,-0.7474,-0.6658,-0.7896,-0.1362,-0.8478,-1.0674,2.40733169023413e-19
"298",0.21,0.01,0.21,0.6726,0.9146,0.3596,0.9358,-0.6168,-0.8888,-0.3738,-0.9412,0.7158,0.6194,0.7864,0.2384,0.8602,1.0572,-0.7558,-0.7828,-0.781,-0.2108,-0.8232,-1.0392,0.000000000000572620232343643
"299",0.21,0.01,0.11,0.605,0.858,0.3496,0.984,-0.6172,-0.8904,-0.3778,-0.8954,0.7348,0.6714,0.7236,0.2304,0.8286,1.0434,-0.6472,-0.7324,-0.7392,-0.173,-0.873,-1.0452,0.0000000000000564543307821722
"300",0.21,0.01,0.01,0.6194,0.8808,0.3658,0.9518,-0.5696,-0.8502,-0.3644,-0.9432,0.722,0.6732,0.7326,0.2664,0.853,0.971,-0.7078,-0.6452,-0.7394,-0.1736,-0.8382,-1.0858,0.000000000000388264398538756
"301",0.16,0.91,0.41,0.6082,1.038,0.3272,0.9864,-0.5286,-1.051,-0.3248,-1.0512,0.8018,0.7336,1.1716,0.0691999999999999,0.8908,1.1592,-0.7146,-0.7622,-1.1122,-0.1594,-0.8804,-1.1886,1.09305018844981e-23
"302",0.16,0.91,0.31,0.5714,1.05,0.2544,1.0024,-0.5696,-1.0458,-0.364,-1.039,0.7568,0.7758,1.097,0.1258,0.9254,1.2216,-0.7574,-0.7604,-1.0858,-0.2242,-0.9558,-1.1958,1.08508762233107e-17
"303",0.16,0.91,0.21,0.62,1.017,0.348,1.0414,-0.5662,-1.0974,-0.35,-1.064,0.6476,0.775,1.1092,0.2448,0.9426,1.2202,-0.7126,-0.7286,-1.0868,-0.1616,-0.8842,-1.2176,1.53562855850025e-15
"304",0.16,0.91,0.11,0.6048,0.9968,0.4134,1.0096,-0.6012,-1.013,-0.3566,-0.9774,0.636,0.638,1.141,0.2056,0.9292,1.175,-0.6868,-0.748,-1.0966,-0.2142,-0.8878,-1.2122,0.00000000416369381397749
"305",0.16,0.91,0.01,0.5724,1.0366,0.3806,1.0472,-0.5532,-1.025,-0.235,-1.0556,0.7284,0.7414,1.0848,0.1032,0.873,1.2334,-0.7254,-0.7358,-1.034,-0.131,-0.9256,-1.186,0.0000000397810885549182
"306",0.16,0.81,0.41,0.5972,1.0866,0.3706,1.0574,-0.5632,-1.0008,-0.2792,-1.009,0.6954,0.799,1.0906,0.1746,0.8982,1.1816,-0.6952,-0.6374,-1.0804,-0.1936,-0.9134,-1.2,8.24617433566661e-24
"307",0.16,0.81,0.31,0.6214,1.0542,0.311,1.0998,-0.5498,-1.054,-0.3272,-1.1218,0.7022,0.6926,1.1,0.1824,0.9302,1.225,-0.7382,-0.6964,-1.1024,-0.1554,-0.9166,-1.2432,1.66811575282776e-15
"308",0.16,0.81,0.21,0.6224,0.9382,0.3728,1.0366,-0.539,-0.9562,-0.2726,-1.0804,0.7626,0.82,1.0628,0.1556,0.9162,1.1644,-0.7512,-0.7076,-1.1238,-0.155,-0.9076,-1.1822,0.0000000000000501635444090154
"309",0.16,0.81,0.11,0.5264,1.0476,0.379,0.9578,-0.56,-1.0538,-0.3344,-1.0576,0.7174,0.8066,1.0792,0.1322,0.8778,1.244,-0.765,-0.701,-1.0852,-0.2384,-0.8646,-1.2056,0.00000000000699325852565328
